; 34
Bajó; 4
Baratija; 1
Barcelona; 1
Barnabás; 2
Barredora; 1
Barty; 1
Barón; 3
Basta; 3
Bastante; 1
Be-Hatrix; 1
Be-llatrix; 1
Beauxbatons; 1
Beba; 4
Bebe; 1
Bebió; 1
Belby; 10
Belcher; 1
Bell; 11
Bella; 12
Bella-trix; 1
Bellatrix; 45
Benson; 2
Bertie; 2
Bertram; 1
Besaros; 1
Besó; 1
Bezoares; 1
Bib-ble; 1
Bien; 18
Bill; 50
Billy; 3
Bishop; 2
Black; 20
Blaise; 7
Blotts; 8
Bob; 3
Bobbin; 1
Bones; 8
Bonito; 1
Boot; 1
Bor-gin; 1
Borage; 3
Borgin; 42
Borrico; 1
Bosque; 16
Brigada; 1
Brindemos; 1
Brock-dale; 1
Brockdale; 2
Brookstanton; 1
Bros; 1
Brown; 12
Brujas; 2
Bruselas; 2
Buck; 2
Buckbeak; 7
Budleigh; 1
Buen; 2
Buena; 2
Buenas; 28
Bueno; 114
Buenos; 3
Buggins; 1
Bungs; 2
Burke; 11
Burkes; 15
Buscó; 1
Básicamente; 1
Bébetelo; 1
C; 2
CLASES; 1
CONTRA; 1
Cabeza; 7
Cada; 5
Cadwallader; 4
Calamidad; 1
Calculo; 1
Caldero; 5
Cambió; 1
Canarias; 1
Caractacus; 3
Caramba; 3
Carraspeó; 1
Carrow; 1
Casa; 1
Casi; 8
Castigado; 1
Castigo; 1
Castle; 1
Caviló; 1
Ce-lestina; 1
Cecilia; 1
Cedric; 1
Celestina; 8
Cerca; 3
Ceremonia; 2
Cerezo; 1
Cerrado; 1
Cerró; 5
Cgeo; 1
Chang; 2
Charing; 1
Charlie; 4
Chicos; 1
Chiflado; 1
Cho; 5
Chorley; 3
Chorreando; 1
Chorreante; 5
Cicerón; 1
Cierra; 2
Ciertamente; 1
Cierto; 2
Cinco; 3
Cincuenta; 1
Cissy; 5
Clapham; 1
Claro; 30
Clavó; 1
Club; 5
Cobarde; 1
Coge; 1
Coged; 1
Cogieron; 1
Cogió; 2
Coincidirás; 1
Colaborar; 1
Colagusano; 6
Colegio; 3
Colgar; 1
Coloca; 1
Colocad; 1
Colé; 10
Coma; 1
Combatirlas; 1
Comedor; 21
Cometa; 1
Como; 64
Comparados; 1
Comprendo; 2
Con; 36
Concretaron; 1
Confiaba; 1
Confiad; 1
Confiarle; 1
Confiscación; 2
Confían; 1
Confío; 3
Conjunta; 2
Conmovedor; 1
Conocía; 1
Conozco; 1
Conserve; 1
Considera; 1
Conspiración; 2
Consumida; 1
Contempló; 1
Contentos; 1
Contienen; 1
Continuaremos; 1
Continúa; 1
Contra; 26
Contrariado; 1
Control; 2
Contusiones; 1
Contéstame; 1
Convendría; 1
Coordinación; 3
Coote; 9
Copa; 7
Copyright; 4
Cor-mac; 1
Corazón; 1
Cormac; 11
Cornelius; 6
Corre; 1
Correcto; 4
Corrió; 5
Costaba; 1
Country; 4
Cra-bbe; 1
Crabbe; 26
Crabbes; 1
Cree-vey; 1
Creemos; 4
Creen; 2
Crema; 1
Creo; 49
Cresswell; 1
Creyendo; 1
Creyó; 1
Creí; 8
Creía; 14
Creímos; 1
Creíste; 1
Criatu; 1
Criaturas; 8
Crookshanks; 6
Cross; 4
Crouch; 1
Cruzaron; 1
Créeme; 1
Cualquier; 1
Cualquiera; 1
Cuando; 88
Cuanto; 2
Cuenta; 1
Cuerpos; 1
Cuffe; 1
Cuidado; 8
Curiosamente; 1
Cuánto; 1
Cuéntale; 1
Cuéntame; 3
Cuídate; 1
CÓMO; 1
Cállate; 1
Cámara; 6
Cáspita; 1
Cógela; 1
Cómete; 1
Cómo; 1
Córner; 2
D; 6
DE; 3
Da; 1
Daba; 2
Dagworth-Granger; 1
Dale; 1
Damocles; 1
Daremos; 1
Daría; 1
Date; 5
Dawlish; 3
De; 81
Dean; 53
Debajo; 2
Debe; 3
Debemos; 5
Deben; 1
Deberéis; 1
Deberían; 1
Deberías; 1
Debes; 2
Debió; 4
Debo; 5
Debéis; 1
Debí; 3
Decapitado; 3
Decepcionado; 1
Decidimos; 1
Decidió; 2
Decisión; 1
Declaró; 1
Decías; 1
Deduzco; 1
Defensa; 26
Defensivos; 2
Deja; 1
Dejadlo; 1
Dejadme; 1
Dejaron; 1
Dejó; 8
Del; 6
Delacour; 1
Delante; 1
Demel-za; 1
Demelza; 15
Demostrando; 1
Demuéstremelo; 1
Dennis; 2
Dentro; 2
Departamento; 5
Depósito; 1
Desanimado; 1
Desastre; 2
Desastroso; 1
Descendieron; 1
Desconcertado; 1
Desconcertados; 1
Descubrió; 1
Descuida; 3
Descuide; 1
Desde; 10
Desenvoltura; 1
Desesperada; 1
Desesperado; 1
Desgracia; 1
Desinformación; 1
Deslizó; 2
Después; 17
Destino; 2
Detección; 2
Detrás; 1
Devolved; 1
Devolvió; 1
Di; 1
Diagon; 13
Dice; 9
Dicen; 5
Dicho; 4
Dieciséis; 1
Diez; 2
Dificilísima; 1
Diga; 1
Digamos; 1
Diggory; 1
Dijera; 1
Dijo; 3
Dilo; 1
Dime; 4
Dio; 8
Dippet; 6
Dirk; 1
Dirán; 1
Disculpe; 2
Discúlpame; 2
Distraídos; 1
Distribuido; 1
Dividir; 1
Dividirla; 1
Dobby; 30
Doblaron; 1
Dobló; 1
Dolohov; 1
Dolores; 7
Dos; 8
Draco; 78
Drive; 7
Dud-lev; 1
Dudders; 1
Dudley; 8
Dudo; 4
Dudó; 1
Duendes; 2
Dum; 1
Dum-bledore; 7
Dumber-ton; 1
Dumble; 1
Dumble-dore; 8
Dumbledore; 715
Dumbledores; 1
Dumby; 2
Dunderbore; 1
Durante; 12
Dursley; 23
Dámelo; 1
Déjala; 1
Déjalo; 4
Déjame; 5
Déjeme; 1
Dígame; 1
E; 3
ED; 13
ELEGIDO; 1
ENTRE; 1
Echando; 1
Echaron; 3
Echó; 5
Ediciones; 2
Eficaces; 1
Egues; 1
Eh; 1
Eileen; 5
Ejército; 1
El; 397
El-que-no-debe-ser-nom-brado; 2
El-que-no-debe-ser-nombrado; 12
Elaboración; 21
Eldred; 1
Elegido; 22
Elephant; 1
Elevó; 1
Eligieron; 1
Elixir; 3
Ella; 30
Ellas; 1
Ellos; 2
Eloise; 1
Elpatronus; 1
Eludes; 1
Eminencias; 5
Emitió; 1
Emmeli-ne; 1
Emmeline; 2
Empapado; 1
Empezaba; 1
Empezaban; 1
Empezamos; 1
Empezó; 2
Emporio; 2
En; 181
Encantamientos; 13
Encerrar; 1
Encima; 1
Encontramos; 1
Encontraron; 1
Encontrarás; 1
Encontré; 1
Encontró; 2
Enfermedades; 3
Enfrentarse; 1
Enseguida; 1
Entender; 1
Entiendo; 5
Entonces; 93
Entornó; 1
Entra; 1
Entramos; 1
Entre; 9
Entremos; 1
Entretanto; 4
Entré; 1
Entró; 4
Enviamos; 1
Envío; 1
Era; 58
Eran; 4
Eres; 15
Eric; 1
Ernie; 19
Err; 1
Errores; 1
Es; 138
Esa; 15
Esas; 7
Esbozó; 1
Escobas; 12
Escuchad; 1
Escudriñó; 2
Escúchame; 4
Ese; 14
Esforzándose; 1
Eso; 66
Esos; 3
Especiales; 4
Espera; 4
Esperaba; 1
Esperad; 1
Esperaron; 2
Espere; 1
Espero; 19
Esperó; 3
Espionaje; 1
Esta; 19
Estaba; 25
Estaban; 4
Estamos; 4
Estaremos; 1
Estará; 1
Estaría; 1
Estas; 2
Este; 19
Estiró; 3
Esto; 17
Estos; 2
Estoy; 24
Estrechaos; 1
Estrictamente; 1
Estupendo; 6
Estuve; 1
Estuvimos; 1
Estuviste; 1
Estuvo; 2
Está; 30
Estáis; 1
Están; 6
Estás; 4
Euforia; 1
Evans; 2
Everard; 1
Exacto; 13
Examinaba; 1
Excelente; 3
Excepto; 1
Exhaló; 2
Expelliarmus; 1
Extraordinario; 2
FAMILIA; 1
FUDGE; 1
FUERZAS; 1
Falsos; 2
Faltaba; 1
Fang; 10
Fantasías; 1
Fantástico; 1
Faw-kes; 1
Fawkes; 8
Febrero; 1
Felicidades; 1
Felicis; 30
Feliz; 1
Fen-rir; 1
Fenrir; 5
Fergus; 1
Fiel; 2
Figg; 1
Filch; 33
Filius; 3
Filosofal; 2
Filtro; 2
Finalmente; 4
Finnigan; 5
Firenze; 6
Firma; 1
Fisgaron; 1
Flancito; 1
Flegggrrr; 7
Flegggrrrl; 2
Fletcher; 3
Fleur; 50
Flich; 1
Flitwick; 15
Florean; 3
Flou-rish; 1
Flourish; 7
Flu; 1
Flume; 1
Forma; 1
Formulaba; 1
Fortescue; 3
Fractura; 1
Francamente; 2
Fred; 70
Frente; 1
Frustrado; 1
Fudge; 65
Fue; 19
Fuego; 2
Fuera; 3
Fueron; 3
Fuertes; 1
Fui; 2
Fuimos; 2
Fulminó; 1
Funge; 1
Furioso; 1
Félix; 32
Fénix; 10
Fíjese; 1
Gabgielle; 2
Galatea; 1
Gaunt; 47
Gawain; 1
Gemma; 1
Genial; 2
George; 55
Gibbon; 3
Gin-ny; 1
Gingotts; 1
Ginny; 224
Giró; 1
Gloria; 2
Gobierno; 4
Godric; 2
Golpalott; 5
Golpeó; 1
Gorda; 19
Goyle; 28
Goyles; 1
Gracias; 31
Gran; 23
Gran-ger; 2
Granger; 11
Grawp; 8
Gregory; 2
Greyback; 28
Grimmauld; 6
Gringotts; 2
Gritó; 1
Gru-bbly-Plank; 1
Grubbly-Plank; 1
Grupo; 3
Gry-ffindor; 2
Gryf-findor; 2
Gryffin-dor; 2
Gryffindor; 65
Gryífindor; 1
Guardad; 1
Guardaron; 1
Guardián; 1
Gwe-nog; 1
Gwenog; 4
H.E.F; 1
HARRY; 2
HOGAR; 1
Ha; 24
Ha-grid; 4
Ha-rry; 4
Habla; 1
Hablaba; 1
Hablando; 1
Hablas; 1
Habrás; 1
Habría; 5
Habríamos; 1
Habrían; 1
Habéis; 1
Había; 16
Habían; 3
Hace; 10
Hacerlos; 1
Haces; 1
Hacienda; 1
Haciendo; 1
Hacía; 9
Hagggrrry; 1
Hagrid; 186
Hagy; 3
Half-Blood; 1
Han; 2
Hangle-ton; 1
Hangleton; 7
Hannah; 1
Har-pies; 1
Haremos; 1
Harkiss; 1
Harper; 11
Harpies; 3
Harri; 1
Harry; 2167
Harán; 1
Has; 10
Hasta; 12
Hay; 16
Haz; 4
Hazlo; 1
He; 41
Hechicería; 2
Hechizos; 2
Hedwig; 8
Heladería; 1
Hemos; 7
Henzibah; 1
Hepzibah; 25
Her; 1
Her-bología; 2
Her-mione; 10
Herbert; 3
Herbología; 9
Heridas; 3
Hermanos; 1
Hermio-ne; 2
Hermione; 579
Hicimos; 1
Higgs; 1
Hijo; 1
Hilandera; 2
Historia; 6
Hizo; 7
Ho-key; 2
Ho-rrocrux; 3
Ho-rrocruxes; 1
Hog-warts; 17
Hogsmeade; 28
Hogwarts; 152
Hokey; 14
Hola; 3
Holyhead; 3
Hombre; 9
Honeydu-kes; 1
Honeydukes; 2
Hooch; 3
Horace; 26
Horro-crux; 1
Horrocrux; 39
Horrocruxes; 38
Hospital; 4
Hoy; 4
Hubo; 22
Hufflepuff; 22
Hum; 16
Humphrey; 1
Héctor; 1
I; 2
INDISPENSABLE; 1
INMEDIATAMENTE; 1
ISBN; 1
Iba; 6
Id; 1
Ignoro; 1
Igor; 1
Igual; 5
Ilustración; 1
Imagino; 3
Imaginé; 1
Imagínate; 2
Imbéciles; 1
Impertinente; 1
Impertérrito; 1
Imposible; 1
Impreso; 1
Incendio; 1
Incluso; 6
Incognoscible; 1
Ind; 1
Indeciso; 1
Indias; 1
Infalible; 2
Inmediatamente; 1
Inquebrantable; 8
Inquieto; 1
Inquisitorial; 1
Insatisfactorio; 1
Intentando; 1
Intentará; 1
Intentas; 1
Intenté; 1
Intentó; 4
Interior; 2
Introdujo; 1
Inténtalo; 1
Inténtelo; 1
Invité; 1
Invitó; 1
Iremos; 4
Iré; 2
J.K; 2
JAMES; 1
Jack; 1
James; 8
Jamás; 1
Jefe; 1
Jimmy; 3
Jo; 2
Jones; 5
Jordán; 1
Jota; 1
Juntaron; 1
Junto; 1
Juramento; 8
Juraste; 1
KAKADURA; 1
Ka-tie; 1
Kakadura; 2
Karkarov; 3
Katie; 54
Kedavra; 3
King's; 3
Kingsley; 2
Knock-turn; 2
Knockturn; 3
Kreacher; 48
Krum; 6
LAS; 1
LORD; 1
La; 306
La-La; 1
La-vender; 2
Lamento; 1
Lanzaban; 1
Lanzó; 2
Larvas; 1
Las; 43
Lavender; 50
Le; 56
Leanne; 17
Lechuza; 2
Lechuzas; 1
Lee; 1
Legere-mancia; 1
Legeremancia; 6
Les; 6
Lestrange; 10
Levantó; 9
Levicorpus; 2
Ley; 4
Li-batius; 2
Libatius; 1
Libro; 2
Lily; 7
Listo; 1
Llamó; 4
Llegaron; 3
Llegas; 1
Llenó; 1
Lleva; 2
Llevaba; 9
Llevamos; 1
Llevo; 3
Llorona; 7
Llévate; 1
Lo; 129
Lockhart; 1
Lombriz; 1
Londres; 9
Long-bottom; 1
Longbottom; 8
Lord; 6
Los; 88
Lovegood; 5
Lu-cius; 1
Lu-pin; 2
Lucius; 18
Luego; 39
Luna; 57
Lunática; 6
Lupin; 55
Lástima; 2
MAGIA; 1
Mac-millan; 1
Macbeth; 2
Mackenzie; 1
Macmillan; 7
Madame; 19
Madre; 5
Madriguera; 18
Maestro; 1
Magia; 43
Magnífico; 1
Magos; 3
Mal; 1
Mal-foy; 5
Mala; 1
Maldiciones; 1
Malfoy; 325
Maligno; 1
Malkin; 14
Mano; 2
Manteneos; 1
Manteniendo; 2
Mantuvimos; 1
Mar-cus; 1
Marca; 32
Marcaban; 1
Marcas; 1
Marcus; 2
Marietta; 2
Martha; 1
Mas; 1
Matar; 1
Mc-Gonagall; 1
Mc-Laggen; 3
McGona-gall; 1
McGonagall; 55
McLag; 1
McLag-gen; 1
McLaggen; 58
Me; 128
Meca-chis; 1
Media; 1
Mediante; 2
Megefiego; 1
Melinda; 1
Mencionar; 1
Menesteres; 29
Menos; 2
Mentiroso; 1
Menuda; 1
Menudo; 2
Merlín; 5
Merrythought; 3
Mestizo; 29
Metió; 3
Mi; 28
Michael; 3
Micropuffs; 1
Midgeon; 1
Mientras; 30
Miguel; 1
Mil; 1
Milagrosamente; 1
Mimbulus; 1
Minerva; 3
Ministerio; 17
Mira; 40
Miraba; 1
Mirad; 1
Miradlo; 1
Mire; 5
Miró; 10
Mis; 2
Misterio; 1
Molly; 13
Montad; 1
Montague; 3
Montgomery; 1
Moody; 3
Mor-fin; 1
Morfin; 55
Morfín; 1
Mucha; 1
Muchas; 7
Mucho; 1
Muchos; 6
Muchísimo; 1
Muerto; 2
Muertos; 2
Muggles; 1
Mulciber; 1
Multijugos; 1
Mun-go; 2
Mundo; 2
Mundun-gus; 1
Mundungus; 14
Mungo; 8
Muriel; 4
Murió; 2
Muy; 48
Myrtle; 16
Mágica; 3
Mágicas; 14
Más; 8
Máteme; 1
Máxime; 1
Mérope; 34
Métete; 1
Mío; 1
Míralo; 1
NA-2.836-2005; 1
NO; 2
Nada; 10
Nadie; 13
Nagini; 3
Narcisa; 48
Naturalmente; 4
Navarra; 1
Navidad; 21
Navidades; 5
Ne-ville; 1
Necesita; 1
Necesitaba; 1
Necesitaremos; 2
Necesitas; 1
Necesito; 15
Necesitábamos; 1
Nevi-lle; 1
Neville; 61
Ni; 18
Nick; 4
Nige-llus; 1
Nigellus; 5
Nin-guno; 1
Ninguna; 2
Ninguno; 8
Ningún; 3
No; 610
Noche; 1
Nochebuena; 1
Nochevieja; 1
Norfolk; 1
Normal; 1
Norris; 3
Norte; 1
Nos; 23
Nosotros; 3
Notaba; 1
Nott; 5
Notó; 4
Nuestra; 1
Nuestras; 1
Nuestros; 1
Nuevo; 1
Nunca; 13
Nymphadora; 3
O; 28
ORDINARIA; 1
OSCURAS; 1
Objetos; 2
Observó; 2
Obviamente; 1
Oclumancia; 6
Octavius; 1
Odiándose; 1
Odo; 2
Oficina; 11
Ogden; 54
Oh; 3
Oiga; 1
Ojalá; 1
Ojo; 2
Ojoloco; 3
Ollivander; 5
Olvidadas; 1
Olvidas; 2
Olía; 1
Operaciones; 3
Opino; 2
Orden; 21
Ordenó; 1
Ortega; 1
Os; 6
Oscuras; 26
Ostras; 2
Otra; 1
Otras; 2
Otro; 1
Otros; 3
Otter; 1
Oye; 16
Oyeron; 1
Oyó; 2
Oía; 3
P.D; 1
PEDDO; 1
POTTER; 2
PROTEGER; 1
Palpó; 1
Pansy; 14
Papá; 1
Par-vati; 1
Para; 19
Parece; 5
Pareces; 1
Parecía; 10
Parecían; 1
Pariente; 1
Parkinson; 6
Parry; 1
Parvati; 15
Pasa; 4
Pasaba; 1
Pasad; 1
Pasados; 6
Pasaron; 4
Pase; 2
Pasillo; 1
Pasé; 1
Pasó; 7
Patil; 6
Patético; 1
Peakes; 11
Peeves; 12
Peevsie; 1
Pegaos; 1
Peligro; 3
Pensaba; 1
Pensamos; 1
Pensando; 1
Pensé; 5
Pensó; 1
Peor; 2
Pepper; 1
Pequeño; 7
Percibió; 1
Percy; 21
Perdiendo; 1
Perdona; 3
Perdonad; 1
Perdonadme; 1
Perdí; 1
Perdón; 1
Perdóname; 2
Perfecto; 1
Permanecerás; 1
Permanecieron; 1
Permitid; 1
Permítame; 1
Permíteme; 2
Pero; 394
Perplejos; 1
Personalmente; 3
Pertenece; 1
Perú; 1
Pese; 12
Peter; 2
Pettigrew; 2
Petunia; 9
Peverell; 1
Philpott; 1
Phineas; 8
Piedra; 3
Piensa; 1
Pienso; 1
Pig-widgeon; 1
Pigwidgeon; 3
Pince; 5
Pipipote; 1
Pisó; 1
Piénsalo; 1
Place; 6
Plantado; 1
Plata; 1
Plumas; 1
Po; 1
Pobrecitos; 1
Pocas; 2
Pociones; 45
Poción; 2
Poco; 9
Podemos; 2
Poderosos; 1
Podría; 8
Podríamos; 3
Podrías; 2
Podéis; 1
Pol; 1
Polvo; 1
Pomfrey; 28
Pomona; 1
Pongo; 1
Pongámonos; 2
Ponía; 1
Por; 135
Porque; 13
Portaos; 1
Posibles; 1
Pot-ter; 1
Potteg; 1
Potter; 96
Prang; 1
Precio; 1
Preciosa; 1
Precioso; 1
Precisamente; 3
Prefería; 2
Prefieres; 1
Prefiero; 4
Pregunta; 3
Preguntémosle; 1
Premio; 1
Prepare; 1
Presa; 1
Pretendía; 2
Primer; 3
Primero; 4
Prince; 12
Printed; 1
Privet; 7
Probablemente; 1
Procura; 1
Procuraré; 1
Procuró; 1
Prof; 1
Profecías; 3
Profesor; 14
Profesora; 1
Profeta; 28
Profetas; 1
Prohibida; 2
Prohibido; 16
Prométeme; 1
Pronto; 2
Pronuncié; 1
Propietaria; 1
Protectores; 2
Proudfoot; 1
Prueba; 1
Príncipe; 30
Publicaciones; 1
Pudipié; 2
Pudo; 1
Puede; 2
Pueden; 1
Puedes; 1
Puedo; 7
Puerco; 7
Puerta; 2
Pues; 88
Puffskeins; 1
Puramente; 1
Puso; 1
Pásame; 1
Pásamela; 1
Pásate; 2
Pégate; 1
Píldoras; 1
Póngase; 1
Póntela; 1
QUIERE; 1
Que; 23
Queda; 1
Quedan; 1
Quedaos; 1
Quedarse; 1
Quedaría; 1
Quedémonos; 1
Quedó; 1
Querida; 1
Querido; 3
Queridos; 1
Querrá; 1
Querrás; 1
Querría; 1
Quería; 10
Queríamos; 1
Quid; 1
Quidditch; 2
Quien-tú-sabes; 8
Quien-us-ted-sabe; 1
Quien-usted-sabe; 3
Quien-vosotros-sabéis; 1
Quiere; 1
Quiero; 14
Quieto; 1
Quirrell; 3
Quisquilloso; 3
Quizá; 32
Quién; 3
Qué; 17
Quédate; 1
Quédatelo; 1
Quédese; 1
R.A.B; 4
RESULTADOS; 1
RODESA; 1
Ra-venclaw; 2
Ralph; 1
Ravenclaw; 16
Reaccionando; 1
Realmente; 1
Rebuscó; 1
Recibió; 1
Recogió; 2
Reconocerás; 1
Reconozco; 1
Recordaba; 1
Recordad; 1
Recordarás; 2
Recorrió; 2
Recuerda; 3
Recuerdo; 5
Recuperó; 1
Recuérdame; 1
Red; 1
Rediez; 1
Reencuentros; 1
Reflexionó; 1
Registrada; 1
Regresaron; 1
Regresé; 1
Regresó; 1
Regulación; 2
Regulus; 3
Reinaba; 1
Reinó; 1
Remueve; 1
Remus; 12
Renuncio; 1
Repartíoslo; 1
Repase; 1
Resbalando; 1
Reservados; 1
Resollando; 1
Respecto; 2
Respirando; 1
Respiró; 2
Resulta; 6
Resultaba; 2
Resultado; 1
Resultó; 1
Resumiendo; 1
Retorcía; 1
Rezando; 1
Riendo; 2
Rimbombante; 1
Rita; 1
Ritchie; 1
Ro-Ro; 6
Ro-bins; 1
Road; 1
Robards; 1
Robins; 3
Robó; 1
Romilda; 17
Rompió; 1
Ron; 735
Ronald; 5
Roonil; 2
Rosalind; 1
Rosier; 1
Rosmer-ta; 1
Rosmerta; 18
Rotfang; 2
Rovira; 1
Rowling; 2
Rubeus; 1
Rufus; 19
Runas; 5
Rupert; 2
Ryd-dle; 1
Ryddle; 85
Rápido; 4
S; 8
S.A; 1
SCRIMGEOUR; 1
SU; 2
SUSPENSOS; 1
SUSTITUYE; 1
Sabe; 1
Saber; 1
Sabes; 5
Sabiendo; 1
Sabré; 1
Sabía; 9
Sabíamos; 1
Saca; 1
Sacad; 1
Sacudió; 3
Sacó; 7
Saeta; 2
Sala; 34
Salamandra; 2
Salazar; 2
Saldrás; 1
Sale; 1
Salieron; 2
Salió; 7
Saltaclases; 1
Saltó; 1
Salía; 1
San; 11
Sangre; 1
Sanguinario; 2
Sanguini; 3
Savage; 1
Scarpin; 1
Scrim; 1
Scrim-geour; 2
Scrimgeour; 66
Se; 235
Sea; 3
Sea-mus; 2
Seamus; 18
Sección; 1
Secretos; 7
Sectumsempra; 4
Seguirás; 1
Segunda; 1
Segundo; 1
Segundos; 1
Seguramente; 5
Seguridad; 3
Seguro; 7
Segurísimo; 1
Seguía; 1
Según; 8
Seleccio-nador; 2
Seleccionador; 2
Selección; 2
Sentado; 1
Sentaron; 1
Sentí; 1
Servicio; 1
Servicios; 1
Será; 15
Serán; 2
Sería; 5
Seríamos; 1
Severus; 32
Señalando; 1
Señaló; 6
Señor; 72
Señora; 24
Shacklebolt; 4
Shunpike; 8
Si; 105
Siempge; 2
Siempre; 17
Siento; 1
Siete; 2
Sigo; 4
Sigue; 1
Siguen; 1
Siguiendo; 1
Siguieron; 1
Siguió; 4
Silabario; 1
Silba; 1
Sin; 110
Sinceramente; 1
Sirio; 2
Sirius; 54
Siéntate; 5
Skeeter; 1
Sloper; 3
Slug-horn; 6
Sluggy; 2
Slughorn; 337
Sly-therin; 1
Slytherin; 58
Smith; 18
Sn; 1
Sna-pe; 3
Snape; 331
So-merset; 1
Sobre; 3
Sociedad; 1
Solicito; 2
Sollozaba; 1
Soltó; 4
Sombrero; 4
Somos; 1
Son; 15
Sonriendo; 3
Sonrió; 3
Sopa; 1
Sor-tilegios; 1
Sorprendidos; 1
Sorpresas; 1
Sorteó; 1
Sortilegios; 6
Sorvolo; 21
Sospecho; 2
Sostenía; 1
Soy; 15
Spain; 1
Sprout; 16
Stan; 10
Stanley; 1
Stubbs; 2
Su; 35
Su-pongo; 1
Subieron; 3
Subió; 1
Subo; 1
Suelta; 1
Suficiente; 1
Sugería; 1
Sujetó; 1
Sujétate; 1
Supera; 1
Supongamos; 2
Supongo; 39
Suponiendo; 1
Supuso; 3
Surtidos; 1
Sus; 11
Susan; 3
Suspiró; 1
Sybill; 4
Sácala; 1
Sé; 9
Sí; 268
Síganme; 1
Sígueme; 2
Sírvete; 1
Sólo; 46
TIMO; 6
TIMOS; 9
Tal; 9
También; 10
Tampoco; 4
Tan; 8
Tanto; 2
Tarareando; 1
Tardaron; 1
Tardó; 5
Tatting; 1
Te; 62
Tel; 1
Temblando; 1
Temes; 1
Temí; 1
Ten; 6
Tendido; 1
Tendremos; 1
Tendrá; 1
Tendrán; 1
Tendrás; 2
Tendré; 2
Tendrías; 3
Tenebrosa; 19
Tenebrosas; 1
Tenebroso; 51
Tenemos; 14
Tenga; 1
Tengo; 33
Teniendo; 1
Tentacula; 1
Tenéis; 2
Tenía; 29
Teníamos; 3
Tercer; 1
Tercera; 4
Terminaron; 1
Terrible; 2
Terry; 1
Testigo; 1
Thomas; 5
Tiberius; 1
Tiene; 9
Tienes; 13
Tiras; 1
Tiró; 2
Titubeó; 1
Tobías; 2
Toda; 2
Todas; 5
Todavía; 23
Todo; 16
Todos; 19
Tom; 84
Toma; 8
Tomad; 1
Tomaré; 1
Tome; 4
Toms; 1
Tonks; 56
Torció; 1
Torneo; 2
Tos; 1
Tosió; 1
Trabajaba; 1
Trabajan; 1
Traducción; 2
Tragó; 2
Traigo; 1
Tranquilo; 1
Transcurridos; 1
Transcurría; 1
Transformaciones; 17
Tras; 16
Traspasaron; 1
Traspusieron; 1
